,brand,device_name,model,color,ram,rom,is_5g,processor_brand,processor,display_size,frontcamera,backcamera,battery,price,ratings
179,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Sage Green,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,10999,10270
181,Redmi,Redmi A3 , A3 ,Midnight Black,3,64,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,6940,2950
183,Poco,Poco M6 5G , M6 5G ,Orion Blue,4,64,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,7749,130614
184,Redmi,Redmi 13 5G , 13 5G ,Black Diamond,8,128,True,Snapdragon,Snapdragon 4 Gen 2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,13999,4735
185,Tecno,Tecno Spark Go 1 , Spark Go 1 ,Magic Skin Green,4,64,False,Unisoc,Unisoc T616 Ocra Core ,6.67 , 8MP ,13MP Rear Camera ,5000,7299,3146
186,Realme,Realme 12x 5G , 12x 5G ,Twilight Purple,8,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.72 , 8MP ,50MP + 2MP ,5000,13499,47137
187,Realme,Realme 12x 5G , 12x 5G ,Woodland Green,8,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.72 , 8MP ,50MP + 2MP ,5000,13499,47137
188,Redmi,Redmi 13C 5G , 13C 5G ,Starlight Black,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,11299,32765
189,Samsung,Samsung Galaxy S24 FE 5G , Galaxy S24 FE 5G ,Mint,8,128,True,Exynos,Exynos 2400e ,6.7 , 10MP ,50MP + 12MP ,4700,44999,193
190,Google,Google Pixel 8a , Pixel 8a ,Obsidian,8,128,False,Unisoc,Unisoc Tensor G3 ,6.1 , 13MP ,64MP + 13MP ,4404,37999,2328
191,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Sleek Black,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,10999,10270
193,Tecno,Tecno Spark Go 1 , Spark Go 1 ,Startrail Black,4,64,False,Unisoc,Unisoc T616 Ocra Core ,6.67 , 8MP ,13MP Rear Camera ,5000,7299,3146
194,Google,Google Pixel 8a , Pixel 8a ,Bay,8,128,False,Unisoc,Unisoc Tensor G3 ,6.1 , 13MP ,64MP + 13MP ,4404,37999,2328
196,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
197,Samsung,Samsung Galaxy S24 FE 5G , Galaxy S24 FE 5G ,Blue,8,256,True,Exynos,Exynos 2400e ,6.7 , 10MP ,50MP + 12MP ,4700,50999,193
198,Samsung,Samsung Galaxy S24 FE 5G , Galaxy S24 FE 5G ,Mint,8,256,True,Exynos,Exynos 2400e ,6.7 , 10MP ,50MP + 12MP ,4700,50999,193
199,Samsung,Samsung Galaxy S24 FE 5G , Galaxy S24 FE 5G ,Graphite,8,256,True,Exynos,Exynos 2400e ,6.7 , 10MP ,50MP + 12MP ,4700,50999,193
200,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Vibrant Blue,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,9499,2958
201,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Sage Green,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,9499,2958
202,Nothing,Nothing Phone (2a) 5G , Phone (2a) 5G ,2a) 5G (White,8,128,True,Mediatek,Mediatek Dimensity 7200 Pro ,6.7 , 32MP ,50MP (OIS) + 50MP ,5000,22999,81607
203,Vivo,Vivo V40e 5G , V40e 5G ,Royal Bronze,8,128,True,Mediatek,Mediatek Dimensity 7300 ,6.77 , 50MP ,50MP + 8MP ,5500,26999,4765
206,Vivo,Vivo V40e 5G , V40e 5G ,Royal Bronze,8,256,True,Mediatek,Mediatek Dimensity 7300 ,6.77 , 50MP ,50MP + 8MP ,5500,28999,4765
207,Samsung,Samsung Galaxy A35 5G , Galaxy A35 5G ,Awesome Navy,8,128,True,Exynos, Exynos 1380 ,6.6 , 13MP ,50MP + 8MP + 5MP ,5000,25999,4015
209,Nothing,Nothing Phone (2a) 5G , Phone (2a) 5G ,2a) 5G (Blue,8,128,True,Mediatek,Mediatek Dimensity 7200 Pro ,6.7 , 32MP ,50MP (OIS) + 50MP ,5000,22999,81607
210,Nothing,Nothing Phone (2a) 5G , Phone (2a) 5G ,2a) 5G (Special Edition,8,256,True,Mediatek,Mediatek Dimensity 7200 Pro ,6.7 , 32MP ,50MP (OIS) + 50MP ,5000,25999,81607
212,Nothing,Nothing Phone (2a) 5G , Phone (2a) 5G ,2a) 5G (Blue,8,256,True,Mediatek,Mediatek Dimensity 7200 Pro ,6.7 , 32MP ,50MP (OIS) + 50MP ,5000,24999,81607
213,Samsung,Samsung Galaxy A54 5G , Galaxy A54 5G ,Awesome Graphite,8,256,True,Exynos,"Exynos 1380, Octa Core ",6.4 , 32MP ,50MP + 12MP + 5MP ,5000,23999,4492
214,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,512,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,24999,4885
215,Realme,Realme 12x 5G , 12x 5G ,Twilight Purple,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.72 , 8MP ,50MP + 2MP ,5000,12499,99431
216,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
218,Nothing,Nothing Phone (2a) 5G , Phone (2a) 5G ,2a) 5G (Blue,8,128,True,Mediatek,Mediatek Dimensity 7200 Pro ,6.7 , 32MP ,50MP (OIS) + 50MP ,5000,22999,81607
219,Realme,Realme 14 Pro 5G , 14 Pro 5G ,Jaipur Pink,8,128,True,Mediatek,Mediatek MT6878 ,6.77 , 16MP ,50MP + 2MP ,6000,24999,479
220,Nothing,Nothing Phone (2a) 5G , Phone (2a) 5G ,2a) 5G (Special Edition,8,256,True,Mediatek,Mediatek Dimensity 7200 Pro ,6.7 , 32MP ,50MP (OIS) + 50MP ,5000,25999,81607
221,Realme,Realme 14 Pro 5G , 14 Pro 5G ,Pearl White,8,128,True,Mediatek,Mediatek MT6878 ,6.77 , 16MP ,50MP + 2MP ,6000,24999,479
222,Samsung,Samsung Galaxy A35 5G , Galaxy A35 5G ,Awesome Navy,8,128,True,Exynos, Exynos 1380 ,6.6 , 13MP ,50MP + 8MP + 5MP ,5000,25999,4015
224,Poco,Poco M6 5G , M6 5G ,Polaris Green,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,11499,47085
226,Poco,Poco X7 Pro 5G , X7 Pro 5G ,Obsidian Black,8,256,True,Mediatek,Mediatek Dimensity D8400 Ultra ,6.67 , 20MP ,50MP + 8MP ,6550,27999,1415
227,Realme,Realme 12x 5G , 12x 5G ,Twilight Purple,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.72 , 8MP ,50MP + 2MP ,5000,12499,99431
228,Realme,Realme 14x 5G , 14x 5G ,Golden Glow,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,6000,15999,1126
229,Realme,Realme 12x 5G , 12x 5G ,Woodland Green,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.72 , 8MP ,50MP + 2MP ,5000,12499,99431
231,Samsung,Samsung Galaxy S23 Ultra 5G , Galaxy S23 Ultra 5G ,Green,12,256,True,Snapdragon, Snapdragon 8 Gen 2 ,6.8 , 12MP ,200MP + 10MP + 12MP + 10MP ,5000,72800,3912
232,Tecno,Tecno Spark Go 1 , Spark Go 1 ,Glittery White,4,64,False,Unisoc,Unisoc T616 Ocra Core ,6.67 , 8MP ,13MP Rear Camera ,5000,7299,3146
233,Redmi,Redmi A3 , A3 ,Lake Blue,6,128,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,8399,4746
234,Tecno,Tecno Spark Go 1 , Spark Go 1 ,Glittery White,3,64,False,Unisoc,Unisoc T615 ,6.67 , 8MP ,13MP Rear Camera ,5000,6899,234
235,Poco,Poco X6 Neo 5G , X6 Neo 5G ,Astral Black,8,128,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,11999,34988
236,Samsung,Samsung Galaxy A16 5G , Galaxy A16 5G ,Light Green,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 13MP ,50MP + 5MP + 2MP ,5000,17999,875
237,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Dreamy Purple,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,9499,2958
238,Realme,Realme 14x 5G , 14x 5G ,Golden Glow,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,6000,14999,2393
239,Samsung,Samsung Galaxy A35 5G , Galaxy A35 5G ,Awesome Navy,8,256,True,Exynos, Exynos 1380 ,6.6 , 13MP ,50MP + 8MP + 5MP ,5000,28999,4015
240,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
241,Redmi,Redmi A3 , A3 ,Lake Blue,4,128,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,7978,1643
242,Samsung,Samsung Galaxy A16 5G , Galaxy A16 5G ,Light Green,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 13MP ,50MP + 5MP + 2MP ,5000,17999,875
243,Infinix,Infinix Hot 50 5G , Hot 50 5G ,Dreamy Purple,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 8MP ,48MP + Depth Sensor ,5000,9499,2958
244,Realme,Realme 14x 5G , 14x 5G ,Jewel Red,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,6000,15999,1126
246,Realme,Realme 14 Pro 5G , 14 Pro 5G ,Suede Grey,8,256,True,Mediatek,Mediatek MT6878 ,6.77 , 16MP ,50MP + 2MP ,6000,26999,479
248,Tecno,Tecno Spark Go 1 , Spark Go 1 ,Magic Skin Green,3,64,False,Unisoc,Unisoc T615 ,6.67 , 8MP ,13MP Rear Camera ,5000,6899,234
249,Google,Google Pixel 9 , Pixel 9 ,Porcelain,12,256,False,Unisoc,Unisoc Google Tensor G4 ,6.3 , 10.5MP ,50MP + 48MP ,4700,74999,2040
250,Realme,Realme 14 Pro 5G , 14 Pro 5G ,Suede Grey,8,128,True,Mediatek,Mediatek MT6878 ,6.77 , 16MP ,50MP + 2MP ,6000,24999,479
254,Google,Google Pixel 8a , Pixel 8a ,Bay,8,128,False,Unisoc,Unisoc Tensor G3 ,6.1 , 13MP ,64MP + 13MP ,4404,37999,2328
258,Nothing,Nothing Phone (2a) Plus , Phone (2a) Plus ,2a) Plus (Black,8,256,False,Mediatek,Mediatek Dimensity 7350 Pro 5G ,6.7 , 50MP ,50MP + 50MP ,5000,24999,9722
259,Google,Google Pixel 8a , Pixel 8a ,Obsidian,8,256,False,Unisoc,Unisoc Tensor G3 ,6.1 , 13MP ,64MP + 13MP ,4404,44999,2328
260,Poco,Poco M7 Pro 5G , M7 Pro 5G ,Lavender Frost,6,128,True,Mediatek,Mediatek Dimensity 7025 Ultra ,6.67 , 20MP ,50MP + 2MP ,5110,13999,2340
261,Realme,Realme 14 Pro 5G , 14 Pro 5G ,Pearl White,8,256,True,Mediatek,Mediatek MT6878 ,6.77 , 16MP ,50MP + 2MP ,6000,26999,479
262,Infinix,Infinix GT 20 Pro , GT 20 Pro ,Mecha Orange,12,256,False,Mediatek,Mediatek Dimensity 8200 Ultimate ,6.78 , 32MP ,108MP (OIS) + 2MP + 2MP ,5000,25999,7243
263,Tecno,Tecno Spark Go 1 , Spark Go 1 ,Startrail Black,3,64,False,Unisoc,Unisoc T615 ,6.67 , 8MP ,13MP Rear Camera ,5000,6899,234
265,Poco,Poco M6 5G , M6 5G ,Polaris Green,4,64,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,7749,130614
266,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
267,Poco,Poco F6 5G , F6 5G ,Titanium,12,256,True,Snapdragon,Snapdragon 8s Gen3 ,6.67 , 20MP ,50MP (OIS) + 8MP ,5000,26999,5719
268,Realme,Realme 14 Pro 5G , 14 Pro 5G ,Pearl White,8,256,True,Mediatek,Mediatek MT6878 ,6.77 , 16MP ,50MP + 2MP ,6000,26999,479
270,Tecno,Tecno Spark Go 1 , Spark Go 1 ,Startrail Black,3,64,False,Unisoc,Unisoc T615 ,6.67 , 8MP ,13MP Rear Camera ,5000,6899,234
271,Samsung,Samsung Galaxy A14 5G , Galaxy A14 5G ,Dark Red,6,128,True,Exynos,Exynos 1330 ,6.6 , 13MP ,50MP + 2MP + 2MP ,5000,11499,69910
272,Realme,Realme 14x 5G , 14x 5G ,Jewel Red,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,6000,14999,2393
276,Redmi,Redmi Note 13 5G , Note 13 5G ,Stealth Black,8,256,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,16999,14985
277,Infinix,Infinix SMART 8 HD , SMART 8 HD ,Crystal Green,3,64,False,Unisoc,Unisoc T606 ,6.6 , 8MP ,13MP + AI Lens ,5000,6699,43127
278,Samsung,Samsung Galaxy A14 5G , Galaxy A14 5G ,Dark Red,4,128,True,Exynos,Exynos 1330 ,6.6 , 13MP ,50MP + 2MP + 2MP ,5000,10499,40391
279,Infinix,Infinix GT 20 Pro , GT 20 Pro ,Mecha Orange,8,256,False,Mediatek,Mediatek Dimensity 8200 Ultimate ,6.78 , 32MP ,108MP (OIS) + 2MP + 2MP ,5000,22999,12609
280,Google,Google Pixel 8a , Pixel 8a ,Aloe,8,128,False,Unisoc,Unisoc Tensor G3 ,6.1 , 13MP ,64MP + 13MP ,4404,37999,2328
281,Poco,Poco M7 Pro 5G , M7 Pro 5G ,Lavender Frost,8,256,True,Mediatek,Mediatek Dimensity 7025 Ultra ,6.67 , 20MP ,50MP + 2MP ,5110,16999,1100
282,Realme,Realme C63 , C63 ,Leather Blue,4,64,False,Unisoc,Unisoc T612 ,6.745 , 8MP ,50MP Rear Camera ,5000,8499,9019
283,Redmi,Redmi 13 5G , 13 5G ,Orchid Pink,6,128,True,Snapdragon,Snapdragon 4 Gen 2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,12499,21179
284,Infinix,Infinix SMART 8 HD , SMART 8 HD ,Galaxy White,3,64,False,Unisoc,Unisoc T606 ,6.6 , 8MP ,13MP + AI Lens ,5000,6699,43127
285,Infinix,Infinix SMART 8 HD , SMART 8 HD ,Shiny Gold,3,64,False,Unisoc,Unisoc T606 ,6.6 , 8MP ,13MP + AI Lens ,5000,6699,43127
286,Realme,Realme 14x 5G , 14x 5G ,Crystal Black,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,6000,15999,1126
287,Infinix,Infinix GT 20 Pro , GT 20 Pro ,Mecha Silver,8,256,False,Mediatek,Mediatek Dimensity 8200 Ultimate ,6.78 , 32MP ,108MP (OIS) + 2MP + 2MP ,5000,22999,12609
288,Realme,Realme 14x 5G , 14x 5G ,Crystal Black,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,6000,15999,1126
289,Infinix,Infinix GT 20 Pro , GT 20 Pro ,Mecha Silver,8,256,False,Mediatek,Mediatek Dimensity 8200 Ultimate ,6.78 , 32MP ,108MP (OIS) + 2MP + 2MP ,5000,22999,12609
290,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
291,Infinix,Infinix GT 20 Pro , GT 20 Pro ,Mecha Blue,12,256,False,Mediatek,Mediatek Dimensity 8200 Ultimate ,6.78 , 32MP ,108MP (OIS) + 2MP + 2MP ,5000,25999,7243
292,Poco,Poco M6 5G - Locked with Airtel Prepaid , M6 5G - Locked with Airtel Prepaid ,Orion Blue,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,8050,130614
294,Samsung,Samsung Galaxy S23 Ultra 5G , Galaxy S23 Ultra 5G ,Green,12,256,True,Snapdragon, Snapdragon 8 Gen 2 ,6.8 , 12MP ,200MP + 10MP + 12MP + 10MP ,5000,72799,3912
295,Realme,Realme GT 6 , GT 6 ,Razor Green,8,256,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.78 , 32MP ,50MP + 8MP + 50MP ,5500,34999,1924
296,Poco,Poco M6 Plus 5G , M6 Plus 5G ,Graphite Black,8,128,True,Snapdragon,Snapdragon 4 Gen2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,12499,4975
298,Samsung,Samsung Galaxy A16 5G , Galaxy A16 5G ,Gold,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 13MP ,50MP + 5MP + 2MP ,5000,17999,875
299,Samsung,Samsung Galaxy A16 5G , Galaxy A16 5G ,Blue Black,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 13MP ,50MP + 5MP + 2MP ,5000,16499,198
300,Poco,Poco X7 5G , X7 5G ,Cosmic Silver,8,128,True,Mediatek,Mediatek Dimensity 7300 Ultra ,6.67 , 20MP ,50MP + 8MP + 2MP ,5500,21999,540
301,Samsung,Samsung Galaxy F55 5G , Galaxy F55 5G ,Raisin Black,12,256,True,Snapdragon,Snapdragon 7 Gen 1 ,6.7 , 50MP ,50MP + 8MP + 2MP ,5000,26999,447
302,Iqoo,Iqoo Z9S 5G , Z9S 5G ,Titanium Matte,8,256,True,Unisoc,Unisoc Mediatek MediaTek Dimensity 7300 5G ,6.77 , 2MP Dual ,50MP + 50MP ,5500,21840,1621
303,Infinix,Infinix SMART 8 HD , SMART 8 HD ,Timber Black,3,64,False,Unisoc,Unisoc T606 ,6.6 , 8MP ,13MP + AI Lens ,5000,6699,43127
304,Realme,Realme GT 6 , GT 6 ,Razor Green,16,512,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.78 , 32MP ,50MP + 8MP + 50MP ,5500,39999,3179
305,Realme,Realme GT 6 , GT 6 ,Fluid Silver,16,512,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.78 , 32MP ,50MP + 8MP + 50MP ,5500,39999,3179
306,Poco,Poco M6 5G - Locked with Airtel Prepaid , M6 5G - Locked with Airtel Prepaid ,Galactic Black,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,8050,130614
307,Infinix,Infinix GT 20 Pro , GT 20 Pro ,Mecha Silver,12,256,False,Mediatek,Mediatek Dimensity 8200 Ultimate ,6.78 , 32MP ,108MP (OIS) + 2MP + 2MP ,5000,25999,7243
310,Redmi,Redmi 13C 5G , 13C 5G ,Startrail Silver,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,9999,39303
312,Samsung,Samsung Galaxy A35 5G , Galaxy A35 5G ,Awesome Iceblue,8,128,True,Exynos, Exynos 1380 ,6.6 , 13MP ,50MP + 8MP + 5MP ,5000,25999,4015
313,Poco,Poco M6 Plus 5G , M6 Plus 5G ,Graphite Black,8,128,True,Snapdragon,Snapdragon 4 Gen2 AE ,6.79 , 13MP ,108MP + 2MP ,5030,12499,4975
314,Redmi,Redmi 13C 5G , 13C 5G ,Startrail Silver,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,9999,39303
316,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
318,Infinix,Infinix GT 20 Pro , GT 20 Pro ,Mecha Blue,8,256,False,Mediatek,Mediatek Dimensity 8200 Ultimate ,6.78 , 32MP ,108MP (OIS) + 2MP + 2MP ,5000,22999,12609
319,Realme,Realme C65 5G , C65 5G ,Glowing Black,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,5000,11297,11419
320,Poco,Poco X7 Pro 5G , X7 Pro 5G ,Yellow,8,256,True,Mediatek,Mediatek Dimensity D8400 Ultra ,6.67 , 20MP ,50MP + 8MP ,6550,27999,1415
323,Realme,Realme GT 6 , GT 6 ,Fluid Silver,12,256,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.78 , 32MP ,50MP + 8MP + 50MP ,5500,42999,879
324,Samsung,Samsung Galaxy A16 5G , Galaxy A16 5G ,Light Green,8,256,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 13MP ,50MP + 5MP + 2MP ,5000,20490,875
330,Infinix,Infinix Note 40 5G , Note 40 5G ,Racing Grey,8,256,True,Mediatek,Mediatek Dimensity 7020 ,6.78 , 32MP ,108MP + 2MP + 2MP ,5000,15999,8021
331,Realme,Realme C63 , C63 ,Leather Blue,4,128,False,Unisoc,Unisoc T612 ,6.745 , 8MP ,50MP Rear Camera ,5000,8999,9019
334,Realme,Realme C63 , C63 ,Jade Green,4,128,False,Unisoc,Unisoc T612 ,6.745 , 8MP ,50MP Rear Camera ,5000,8999,9019
336,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
340,Nothing,Nothing Phone (2a) 5G , Phone (2a) 5G ,2a) 5G (White,8,256,True,Mediatek,Mediatek Dimensity 7200 Pro ,6.7 , 32MP ,50MP (OIS) + 50MP ,5000,25999,81607
341,Infinix,Infinix SMART 8 , SMART 8 ,Shiny Gold,4,64,False,Mediatek,Mediatek Helio G36 ,6.6 , 8MP ,50MP + AI Lens ,5000,7299,32899
345,Infinix,Infinix Note 40 5G , Note 40 5G ,Racing Grey,8,256,True,Mediatek,Mediatek Dimensity 7020 ,6.78 , 32MP ,108MP + 2MP + 2MP ,5000,15999,8021
348,Realme,Realme 14x 5G , 14x 5G ,Crystal Black,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,6000,14999,2393
349,Redmi,Redmi Note 13 5G , Note 13 5G ,Arctic White,6,128,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,14999,27310
350,Infinix,Infinix SMART 8 , SMART 8 ,Timber Black,4,64,False,Mediatek,Mediatek Helio G36 ,6.6 , 8MP ,50MP + AI Lens ,5000,7299,32899
351,Infinix,Infinix SMART 8 , SMART 8 ,Rainbow Blue,4,64,False,Mediatek,Mediatek Helio G36 ,6.6 , 8MP ,50MP + AI Lens ,5000,7299,32899
352,Samsung,Samsung Galaxy A35 5G , Galaxy A35 5G ,Awesome Lilac,8,256,True,Exynos, Exynos 1380 ,6.6 , 13MP ,50MP + 8MP + 5MP ,5000,28999,4015
353,Samsung,Samsung Galaxy A55 5G , Galaxy A55 5G ,Awesome Navy,12,256,True,Exynos, Exynos 1480 ,6.6 , 32MP ,50MP + 12MP + 5MP ,5000,39999,390
354,Vivo,Vivo Y18e , Y18e ,Gem Green,4,64,False,Mediatek,Mediatek Helios G85 ,6.56 , 5MP ,13MP + 0.08MP ,5000,7999,788
360,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
361,Motorola,Motorola Edge 50 Ultra 5G , Edge 50 Ultra 5G ,Nordic Wood,12,512,True,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.7 , 50MP ,50MP + 50MP + 64MP ,4500,49999,2123
362,Samsung,Samsung Galaxy A23 5G , Galaxy A23 5G ,Silver,6,128,True,Snapdragon, Snapdragon 695 (SM6375) ,6.6 , 8MP ,50MP + 5MP ,5000,15999,2905
365,Redmi,Redmi Note 13 Pro 5G , Note 13 Pro 5G ,Arctic White,12,256,True,Snapdragon,Snapdragon 7s Gen 2 Mobile Platform 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5100,21400,8803
366,Google,Google Pixel 7 , Pixel 7 ,Snow,8,128,False,Unisoc,Unisoc Google Tensor G2 ,6.3 , 10.8MP ,50MP + 12MP ,4270,32999,17833
369,Samsung,Samsung Galaxy A05 , Galaxy A05 ,Silver,4,64,False,Mediatek,Mediatek Helio G85 ,6.74 , 8MP ,50MP + 2MP ,5000,7109,372
370,Realme,Realme C65 5G , C65 5G ,Glowing Black,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,5000,10485,4509
371,Vivo,Vivo V30 Pro 5G , V30 Pro 5G ,Andaman Blue,8,256,True,Mediatek,Mediatek Dimensity 8200 5G ,6.78 , 50MP ,50MP + 50MP + 50MP ,5000,34999,5840
372,Vivo,Vivo V30 Pro 5G , V30 Pro 5G ,Andaman Blue,12,512,True,Mediatek,Mediatek Dimensity 8200 5G ,6.78 , 50MP ,50MP + 50MP + 50MP ,5000,39999,2040
373,Infinix,Infinix SMART 8 , SMART 8 ,Galaxy White,4,64,False,Mediatek,Mediatek Helio G36 ,6.6 , 8MP ,50MP + AI Lens ,5000,7299,32899
374,Realme,Realme 13+ 5G , 13+ 5G ,Victory Gold,8,256,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.67 , 16MP ,50MP + 2MP ,5000,21499,1821
375,Samsung,Samsung Galaxy A55 5G , Galaxy A55 5G ,Awesome Iceblue,8,256,True,Exynos, Exynos 1480 ,6.6 , 32MP ,50MP + 12MP + 5MP ,5000,36999,986
376,Iqoo,Iqoo z9x , z9x ,Storm Grey,6,128,False,Snapdragon,  Snapdragon 6 Gen 1 ,6.72 , 8MP ,50MP + 2MP ,6000,13318,4924
377,Redmi,Redmi A3 , A3 ,Olive Green,4,128,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,7999,1643
380,Nothing,Nothing Phone (2a) Plus , Phone (2a) Plus ,2a) Plus (Black,12,256,False,Mediatek,Mediatek Dimensity 7350 Pro 5G ,6.7 , 50MP ,50MP + 50MP ,5000,29999,4766
381,Vivo,Vivo V30 Pro 5G , V30 Pro 5G ,Classic Black,12,512,True,Mediatek,Mediatek Dimensity 8200 5G ,6.78 , 50MP ,50MP + 50MP + 50MP ,5000,39999,2040
382,Redmi,Redmi A3 , A3 ,Olive Green,6,128,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,11990,4746
383,Poco,Poco F6 5G , F6 5G ,Titanium,12,512,True,Snapdragon,Snapdragon 8s Gen3 ,6.67 , 20MP ,50MP (OIS) + 8MP ,5000,33999,5719
